TransactionID,CustomerID,CustomerName,Email,PhoneNumber,Address,City,State,ZipCode,Country,RegistrationDate,ProductID,Category,BrandName,Price,StockQuantity,Purchase Quantity,Discount,TotalAmount,DateOfPurchase,PaymentMethod,ReviewDate,Rating,ReviewTitle,ReviewText
833,172,Timothy Hall,erin64@manning.com,388765061,30496 Johnson Spurs Suite 341,Kennethchester,NY,57558,USA,4/12/2025,1000,Smartphone,NovaTech,77.54,132,2,123.12,31.96,4/12/2026,PayPal,5/13/2026,5,Poor,Overall good performance but some issues.
834,105,Jeffrey Thomas,tchen@robinson-young.com,8941456008,290 Stanley Corners Apt. 753,Thomasfurt,NJ,78149,USA,4/13/2025,1003,Laptop,Luxora,1447.75,120,2,19.37,2876.13,4/13/2026,Bank Transfer,5/14/2026,2,Good,Overall good performance but some issues.
835,153,Sonia Moss,victor06@hotmail.com,3906268122,2471 Sanders Unions Apt. 295,Port Kristin,IA,57815,USA,4/14/2025,1002,Accessory,NovaTech,802.5,107,1,167.55,634.95,4/14/2026,Debit Card,5/15/2026,5,Excellent,Terrible experience.
836,165,Denise Lamb,julia16@martinez-rivers.net,2489757116,2771 Jackson Island,Bonillaton,LA,87214,USA,4/15/2025,1002,Smartphone,PrimeElectro,126.23,156,1,100.88,25.35,4/15/2026,PayPal,5/16/2026,1,Good,Overall good performance but some issues.
837,143,Oscar Graham,haynesmark@boone.org,7215187047,68701 Andres Turnpike,Port Justin,KY,93214,USA,4/16/2025,1002,Smartphone,UrbanGoods,1038.98,189,2,31.96,2046,4/16/2026,Bank Transfer,5/17/2026,2,Good,Overall good performance but some issues.
838,179,Mary Williams,stewartedward@dixon.com,4587472325,30074 Bailey Pass,Sharonfort,UT,44077,USA,4/17/2025,1003,Smartphone,UrbanGoods,439.89,62,3,14.73,1304.94,4/17/2026,Debit Card,5/18/2026,2,Below Average,Really happy with the performance.
839,162,Aaron Bray,codyjones@hess.com,3665998779,8673 Ford Turnpike Apt. 639,Bushburgh,NM,69087,USA,4/18/2025,1005,Accessory,PrimeElectro,204.81,99,2,75.59,334.03,4/18/2026,Credit Card,5/19/2026,3,Excellent,Not satisfied with the product.
840,176,Daniel Bryant,stephanie79@phillips-jackson.com,4116390274,7840 Savannah Turnpike,New Alexville,CO,87451,USA,4/19/2025,1001,Laptop,PrimeElectro,1253.94,189,4,193.55,4822.21,4/19/2026,Credit Card,5/20/2026,5,Good,Really happy with the performance.
841,147,Kristy Reid,lpatton@yahoo.com,8092078614,5837 Richard Glen Suite 482,Brownmouth,TN,69978,USA,4/20/2025,1007,Smartphone,PrimeElectro,336.97,102,3,168.52,842.39,4/20/2026,Bank Transfer,5/21/2026,4,Excellent,"It's okay, not the best."
842,176,Linda Jimenez,jelliott@white.org,520828240,040 William Haven,Meganton,IN,80457,USA,4/21/2025,1005,Smartphone,EcoGear,201.89,179,1,124.42,77.47,4/21/2026,Credit Card,5/22/2026,5,Poor,Really happy with the performance.
843,121,Nicole Coffey,katherine80@olson-nelson.com,6076315442,57382 Amber Hills,Lake Caitlinmouth,AZ,56973,USA,4/22/2025,1003,Accessory,UrbanGoods,132.51,27,1,99.09,33.42,4/22/2026,Bank Transfer,5/23/2026,5,Excellent,"It's okay, not the best."
844,118,Tamara Sellers,brucepayne@gmail.com,7738596796,314 Burns Trail Suite 519,Timothytown,OK,34570,USA,4/23/2025,1009,Laptop,PrimeElectro,1106.41,152,2,192.54,2020.28,4/23/2026,Debit Card,5/24/2026,2,Below Average,"It's okay, not the best."
845,189,Lauren Williams,david83@yahoo.com,1491354533,87569 Adams Ports,Jillchester,MI,35693,USA,4/24/2025,1003,Accessory,PrimeElectro,1000.14,69,2,191.45,1808.83,4/24/2026,PayPal,5/25/2026,5,Excellent,Terrible experience.
846,113,Holly Hamilton,angelica33@gmail.com,2891587691,18674 Leonard Harbor Suite 400,Frankmouth,ND,48348,USA,4/25/2025,1000,Accessory,NovaTech,61.89,70,4,104.99,142.57,4/25/2026,Debit Card,5/26/2026,5,Excellent,Really happy with the performance.
847,194,Sara Fernandez,jill81@gmail.com,2359301996,8370 Collins Squares Suite 317,Jonesfort,AZ,9958,USA,4/26/2025,1006,Smartphone,NovaTech,371.15,23,2,34.89,707.41,4/26/2026,Bank Transfer,5/27/2026,5,Poor,Terrible experience.
848,192,Elizabeth Rice,michael36@hudson-berry.com,9817908485,6625 Carroll Creek,North Randychester,WI,95166,USA,4/27/2025,1003,Laptop,UrbanGoods,1071.79,107,4,108.98,4178.18,4/27/2026,Cryptocurrency,5/28/2026,3,Poor,Overall good performance but some issues.
849,185,Brenda May,alison72@myers.net,7863934626,927 Mcgrath Union Suite 254,East Kimberly,LA,44551,USA,4/28/2025,1006,Smartphone,NovaTech,270.6,32,1,78.65,191.95,4/28/2026,Cryptocurrency,5/29/2026,2,Average,Terrible experience.
850,106,Tiffany Parsons,delacruzbrian@gmail.com,2387023370,521 Williams Rapid Apt. 679,Thomasshire,PA,51160,USA,4/29/2025,1009,Smartphone,UrbanGoods,886.29,199,2,147.92,1624.66,4/29/2026,Bank Transfer,5/30/2026,4,Excellent,Really happy with the performance.
851,148,Lindsay Warner,clementsjeremy@preston-adams.net,2972388088,5808 Victor Lodge Apt. 947,Harrisontown,GA,62165,USA,4/30/2025,1005,Accessory,Luxora,359.08,98,4,85.82,1350.5,4/30/2026,Credit Card,5/31/2026,1,Good,Terrible experience.
852,140,Carolyn Figueroa,whill@miller-crawford.com,293126202,81041 Mccarthy Drive Apt. 953,Port Sandra,NV,81158,USA,5/1/2025,1001,Accessory,PrimeElectro,701.39,168,2,9.23,1393.55,5/1/2026,Bank Transfer,6/1/2026,2,Poor,Not satisfied with the product.
853,126,Cassandra Weber,jennifer88@gmail.com,797580378,60401 Michael Drive,Dustinport,DC,28863,USA,5/2/2025,1009,Smartphone,UrbanGoods,1307.76,148,3,163.8,3759.48,5/2/2026,PayPal,6/2/2026,3,Poor,Not satisfied with the product.
854,130,Angelica Johnson,zacharygalloway@hotmail.com,9008042637,100 Roberts Lodge,Jaketown,LA,24592,USA,5/3/2025,1003,Accessory,UrbanGoods,488.76,141,1,159.11,329.65,5/3/2026,Debit Card,6/3/2026,4,Below Average,Not satisfied with the product.
855,105,Charles Heath,meyerslorraine@gmail.com,2305534613,5234 Timothy Isle Apt. 361,Tatetown,WV,7787,USA,5/4/2025,1003,Accessory,PrimeElectro,1044.66,169,2,129.42,1959.9,5/4/2026,Bank Transfer,6/4/2026,1,Excellent,Overall good performance but some issues.
856,115,Ann Palmer,lscott@gross-lewis.com,337917022,057 West Path,West Kimberlyborough,MA,22213,USA,5/5/2025,1009,Laptop,PrimeElectro,685.51,42,3,164.74,1891.79,5/5/2026,PayPal,6/5/2026,2,Excellent,Really happy with the performance.
857,163,Nathaniel Johnson,sarah12@martinez.com,7362973627,4661 Hunter Wall,New Bridgetmouth,MO,67314,USA,5/6/2025,1007,Smartphone,UrbanGoods,189.43,151,3,13.17,555.12,5/6/2026,Cryptocurrency,6/6/2026,1,Excellent,Really happy with the performance.
858,137,Anita Walker,ericholland@erickson.info,8778036447,9071 Massey Lakes Suite 863,Port Dianeton,TN,13024,USA,5/7/2025,1008,Smartphone,UrbanGoods,572.92,187,4,152.44,2139.24,5/7/2026,Bank Transfer,6/7/2026,3,Below Average,Not satisfied with the product.
859,159,Geoffrey Harrell,kjones@jones.com,8114844238,3522 Russell Parks,Melanietown,DC,59903,USA,5/8/2025,1004,Laptop,NovaTech,1269.86,49,2,93.7,2446.02,5/8/2026,Credit Card,6/8/2026,5,Good,Not satisfied with the product.
860,195,Michael Wilson,hannahwagner@hotmail.com,6982241924,9489 Dawn Spring Apt. 603,Allenbury,IN,88338,USA,5/9/2025,1007,Accessory,PrimeElectro,1460.92,138,4,31.4,5812.28,5/9/2026,Bank Transfer,6/9/2026,1,Good,Terrible experience.
861,196,Benjamin Freeman,lori86@parks-rogers.info,7997477866,73503 Dean Grove Apt. 457,East Ginaton,TX,69468,USA,5/10/2025,1008,Laptop,NovaTech,1275.37,34,1,23.44,1251.93,5/10/2026,Cryptocurrency,6/10/2026,2,Good,Overall good performance but some issues.
862,180,Tyler Carroll,reedalejandro@gmail.com,1030211551,908 Braun Rue Apt. 180,Danielport,IN,74065,USA,5/11/2025,1009,Laptop,UrbanGoods,285.23,94,3,139.38,716.31,5/11/2026,PayPal,6/11/2026,3,Average,Overall good performance but some issues.
863,132,Mark Colon,williamgreen@dudley.com,187527819,317 Andrea View,Markberg,VA,94561,USA,5/12/2025,1004,Laptop,Luxora,550.99,53,1,131.46,419.53,5/12/2026,Bank Transfer,6/12/2026,3,Below Average,Terrible experience.
864,162,Heather Jimenez,erinhardin@hotmail.com,4457433929,966 Christopher Cliffs Suite 280,Khanchester,IN,92962,USA,5/13/2025,1001,Accessory,EcoGear,1255.22,115,3,23.95,3741.71,5/13/2026,Bank Transfer,6/13/2026,3,Below Average,Not satisfied with the product.
865,110,Katherine Mcintosh,jaimenguyen@ramirez.net,5440465047,3931 Williams Crest,North Georgeland,WY,11591,USA,5/14/2025,1005,Laptop,Luxora,853.15,100,3,110.91,2448.54,5/14/2026,Credit Card,6/14/2026,5,Average,Really happy with the performance.
866,112,Jacqueline Berry,brettgreene@hall-johnson.com,5927530349,2373 Rachel Mission Suite 347,North Justinville,NY,53453,USA,5/15/2025,1000,Smartphone,Luxora,1175.47,107,1,186.3,989.17,5/15/2026,Bank Transfer,6/15/2026,5,Excellent,Terrible experience.
867,193,Meredith Oneal,hschneider@yahoo.com,2436523427,04059 Karen Oval Apt. 812,Josephborough,NM,22032,USA,5/16/2025,1003,Accessory,NovaTech,1177.79,100,4,160.18,4550.98,5/16/2026,Debit Card,6/16/2026,2,Good,Overall good performance but some issues.
868,164,Hannah Davis,coreyjohnson@wells-gonzalez.com,9318381428,1003 Rodriguez Flats,Rogerfurt,NC,36832,USA,5/17/2025,1006,Laptop,Luxora,153.08,179,4,192.73,419.59,5/17/2026,Bank Transfer,6/17/2026,3,Poor,Not satisfied with the product.
869,129,Jessica Santiago,fwalsh@jensen.com,5748519089,722 Sharp Cove Apt. 282,Lauratown,ND,37369,USA,5/18/2025,1003,Laptop,EcoGear,546.49,169,3,161.19,1478.28,5/18/2026,PayPal,6/18/2026,4,Good,"It's okay, not the best."
870,190,Anita Alvarez,amberlopez@warren.net,7705453613,2918 Frank Knolls Apt. 357,New Kenneth,GA,52862,USA,5/19/2025,1000,Laptop,Luxora,744.58,50,4,132.74,2845.58,5/19/2026,Debit Card,6/19/2026,3,Below Average,Terrible experience.
871,122,Michael Rush,amy83@yahoo.com,3083709947,4737 Smith Plaza Suite 715,Kellyborough,WV,29194,USA,5/20/2025,1003,Laptop,UrbanGoods,1420.58,18,2,182.79,2658.37,5/20/2026,Credit Card,6/20/2026,2,Average,Not satisfied with the product.
872,119,Lori Roberts,xmunoz@gmail.com,3519244694,421 Williams Orchard Suite 964,New Michelle,VA,7426,USA,5/21/2025,1006,Laptop,NovaTech,1352.43,187,4,136.11,5273.61,5/21/2026,PayPal,6/21/2026,3,Average,Really happy with the performance.
873,105,Elizabeth Garcia,josekidd@jones-welch.com,1012003984,00604 Sandra Club Apt. 861,Jasonbury,CO,57321,USA,5/22/2025,1009,Laptop,UrbanGoods,663.4,174,2,102.55,1224.25,5/22/2026,Credit Card,6/22/2026,3,Below Average,"It's okay, not the best."
874,136,Julie Evans,donald96@padilla-fleming.biz,5019645561,3893 Daniels River Suite 943,Melissaside,MT,20335,USA,5/23/2025,1005,Smartphone,UrbanGoods,188.72,91,3,22.97,543.19,5/23/2026,Bank Transfer,6/23/2026,4,Below Average,"It's okay, not the best."
875,183,Erika Snyder,ricewilliam@anderson-ruiz.info,5470483449,1287 Brian Haven,Abigailmouth,OR,96231,USA,5/24/2025,1001,Accessory,NovaTech,636.59,104,4,85.93,2460.43,5/24/2026,Bank Transfer,6/24/2026,2,Average,Really happy with the performance.
876,105,Tonya Moore,jbrooks@cruz.com,4624438693,4427 Nicholas Wall Apt. 124,New Kyle,NM,38911,USA,5/25/2025,1007,Smartphone,NovaTech,827.06,139,2,41.52,1612.6,5/25/2026,Bank Transfer,6/25/2026,3,Below Average,Really happy with the performance.
877,192,Jason Church MD,jacobsjames@hotmail.com,6523924885,061 Johnny Spurs,New Kristie,NH,55804,USA,5/26/2025,1003,Laptop,UrbanGoods,1361.38,196,4,175.17,5270.35,5/26/2026,Cryptocurrency,6/26/2026,5,Good,Really happy with the performance.
878,176,Christian Arnold,brandy74@marquez.org,4026910642,41171 Joan Tunnel Apt. 189,Bobbyland,PA,81420,USA,5/27/2025,1004,Laptop,EcoGear,477.57,39,1,88.52,389.05,5/27/2026,Cryptocurrency,6/27/2026,1,Average,Terrible experience.
879,126,Mark Richardson,latoyacrawford@wells.org,4892232383,92747 Natalie Via Apt. 865,Blanchardport,ME,14558,USA,5/28/2025,1007,Laptop,EcoGear,497.85,94,1,98.68,399.17,5/28/2026,Cryptocurrency,6/28/2026,4,Average,Terrible experience.
880,183,Kimberly Jacobs,ricky26@martinez-reed.biz,1557830508,2753 Damon Turnpike,Port William,CA,40798,USA,5/29/2025,1000,Smartphone,EcoGear,959.42,146,4,153.93,3683.75,5/29/2026,Debit Card,6/29/2026,4,Poor,Not satisfied with the product.
881,112,Justin Ford,bennettashley@taylor.com,1657476548,8100 Tamara Bridge,Brianland,MO,94769,USA,5/30/2025,1003,Laptop,EcoGear,782.53,129,4,171.94,2958.18,5/30/2026,Cryptocurrency,6/30/2026,2,Good,"It's okay, not the best."
882,107,Lee Dickerson,hannahcervantes@dennis-le.com,7950334323,061 Janice Hill,Coreyville,FL,95868,USA,5/31/2025,1005,Smartphone,NovaTech,334.01,46,4,80.63,1255.41,5/31/2026,Bank Transfer,7/1/2026,5,Good,"It's okay, not the best."
883,152,William Gould,pmelendez@webster.com,2946015724,49298 Nguyen Underpass,Matthewburgh,KS,52596,USA,6/1/2025,1006,Accessory,PrimeElectro,259.85,103,2,81.44,438.26,6/1/2026,Bank Transfer,7/2/2026,5,Excellent,"It's okay, not the best."
884,180,Gregory Ross DDS,daisy63@hotmail.com,4419195830,7812 Smith Estates Apt. 570,Melissamouth,NV,60110,USA,6/2/2025,1006,Smartphone,NovaTech,759.77,197,2,32.39,1487.15,6/2/2026,Credit Card,7/3/2026,5,Poor,Overall good performance but some issues.
885,129,Cody Sloan,jclark@hotmail.com,5617430489,87806 Reyes Greens Suite 935,Woodshire,WI,48758,USA,6/3/2025,1007,Smartphone,Luxora,1180.12,118,2,94.24,2266,6/3/2026,PayPal,7/4/2026,2,Below Average,Overall good performance but some issues.
886,100,Mark Williams,gracereed@hotmail.com,4153573803,87171 Glenn Freeway,Mendezmouth,IL,94813,USA,6/4/2025,1004,Accessory,PrimeElectro,1179.31,25,1,57.75,1121.56,6/4/2026,PayPal,7/5/2026,2,Average,Really happy with the performance.
887,187,Mark Gray,parkerbenjamin@yahoo.com,4624727189,12155 Kevin Meadow,Heatherhaven,CO,71699,USA,6/5/2025,1007,Laptop,NovaTech,1464.92,23,4,37.36,5822.32,6/5/2026,Debit Card,7/6/2026,2,Poor,"It's okay, not the best."
888,179,Kyle Hernandez,oliverdavid@gmail.com,2764441887,5840 Wright Extension,North Christopherhaven,MD,52820,USA,6/6/2025,1002,Smartphone,NovaTech,604.94,163,3,102.53,1712.29,6/6/2026,PayPal,7/7/2026,3,Excellent,Not satisfied with the product.
889,174,Jacqueline Rodriguez,rossmichael@hotmail.com,4785602557,6069 Gonzales Mountains Suite 053,Stephanieview,MI,59426,USA,6/7/2025,1000,Accessory,EcoGear,618.38,60,2,82.23,1154.53,6/7/2026,Debit Card,7/8/2026,3,Excellent,Not satisfied with the product.
890,103,Andrea Hernandez,krichard@gmail.com,7354973449,510 Steven Common Suite 503,Jessicashire,VT,56271,USA,6/8/2025,1001,Smartphone,UrbanGoods,52.64,149,4,140.65,69.91,6/8/2026,Credit Card,7/9/2026,4,Good,Not satisfied with the product.
891,161,Elizabeth Torres,gina53@gmail.com,2216620635,85358 Vaughn Overpass Apt. 847,Wrightview,PA,78518,USA,6/9/2025,1006,Smartphone,Luxora,1253.38,56,2,128.72,2378.04,6/9/2026,Bank Transfer,7/10/2026,4,Average,Overall good performance but some issues.
892,167,John West,nthompson@harris.net,2203715211,21487 Andrea Summit,Stevenstad,OH,6753,USA,6/10/2025,1005,Accessory,EcoGear,987.61,140,4,61.01,3889.43,6/10/2026,Bank Transfer,7/11/2026,1,Excellent,Overall good performance but some issues.
893,116,Mary Larsen,darryl00@dickerson.com,7244776041,211 Ashley Squares,Kevinton,ND,19158,USA,6/11/2025,1009,Smartphone,PrimeElectro,1166.39,171,1,178.48,987.91,6/11/2026,Debit Card,7/12/2026,1,Below Average,Terrible experience.
894,173,Justin Johnson,paul59@spencer.info,8273795756,947 Liu Plains Suite 758,Donovanfurt,MO,90484,USA,6/12/2025,1004,Accessory,NovaTech,732.4,100,4,120.3,2809.3,6/12/2026,Cryptocurrency,7/13/2026,4,Good,"It's okay, not the best."
895,184,Bryan Stewart,mayerleah@bell.com,5049237285,83835 Rogers Avenue,North Timothyfort,NC,97552,USA,6/13/2025,1008,Smartphone,Luxora,1384.28,179,3,59.15,4093.69,6/13/2026,Credit Card,7/14/2026,1,Poor,"It's okay, not the best."
896,156,Taylor Ross,tonycoleman@parker-williams.net,6628433124,86701 Ramos Lane Apt. 011,Joshuaview,MT,89819,USA,6/14/2025,1007,Laptop,PrimeElectro,92.22,11,1,24.27,67.95,6/14/2026,Bank Transfer,7/15/2026,3,Average,"It's okay, not the best."
897,162,Allison Collins MD,youngnorma@hotmail.com,45086880,723 Angela Spurs,Lake Christopher,PA,12966,USA,6/15/2025,1008,Accessory,EcoGear,217.16,164,2,155.8,278.52,6/15/2026,Bank Transfer,7/16/2026,4,Good,Terrible experience.
898,156,Daniel Russo,wyattcody@gmail.com,517762655,3758 Christine Centers,Valdezberg,NC,5420,USA,6/16/2025,1006,Laptop,PrimeElectro,595.23,93,1,92.09,503.14,6/16/2026,Credit Card,7/17/2026,2,Poor,Not satisfied with the product.
899,148,George Keller,tiffany93@gmail.com,283251081,21440 Ian Forge Suite 055,North Michael,AR,69908,USA,6/17/2025,1001,Smartphone,PrimeElectro,173.4,165,3,186.2,334,6/17/2026,Debit Card,7/18/2026,5,Excellent,Not satisfied with the product.
900,117,Justin Lopez,christinecraig@hotmail.com,4527546774,383 Smith Meadow Suite 752,Toddchester,TX,86514,USA,6/18/2025,1004,Laptop,EcoGear,177.44,109,1,198.28,-20.84,6/18/2026,Cryptocurrency,7/19/2026,2,Excellent,Terrible experience.
901,157,Jacqueline Randolph,drakepaul@yahoo.com,5562294670,572 Olson Ridge,South Matthew,CT,92652,USA,6/19/2025,1008,Accessory,NovaTech,871.97,160,1,152.32,719.65,6/19/2026,Debit Card,7/20/2026,1,Good,Terrible experience.
902,109,Kevin Fuller,zachary99@gmail.com,6408192996,04750 Brianna Rest Apt. 862,Port Jason,DC,69754,USA,6/20/2025,1005,Smartphone,Luxora,363.38,118,4,10.98,1442.54,6/20/2026,Credit Card,7/21/2026,2,Excellent,"It's okay, not the best."
903,162,Brenda Jackson,paul15@glover.com,3855204035,4051 Tracey Valley,Meyerfurt,LA,65833,USA,6/21/2025,1001,Accessory,EcoGear,958.48,94,3,150.15,2725.29,6/21/2026,PayPal,7/22/2026,4,Good,Terrible experience.
904,179,Amber Vargas,stephanie65@yahoo.com,901101386,77557 Drew Fords,East Jamie,MS,36070,USA,6/22/2025,1006,Smartphone,EcoGear,1397.63,174,4,147.65,5442.87,6/22/2026,Debit Card,7/23/2026,4,Below Average,"It's okay, not the best."
905,178,Zachary Patterson,murrayjanice@gmail.com,5565183628,143 Weaver Creek,West Ryanmouth,NV,4990,USA,6/23/2025,1002,Laptop,UrbanGoods,1244.63,162,2,97.39,2391.87,6/23/2026,PayPal,7/24/2026,1,Excellent,Really happy with the performance.
906,133,Jeanne Hartman,brownjessica@yahoo.com,2490832538,48710 Tyler Points,Ramosmouth,PA,31970,USA,6/24/2025,1007,Laptop,Luxora,410.22,40,1,113.06,297.16,6/24/2026,Credit Card,7/25/2026,4,Average,"It's okay, not the best."
907,104,Jessica Kline,ronald64@yahoo.com,5516734909,17147 Mccormick Port,Priceview,NE,52815,USA,6/25/2025,1005,Accessory,EcoGear,180.01,150,1,151.5,28.51,6/25/2026,PayPal,7/26/2026,2,Excellent,Really happy with the performance.
908,116,Christine Sosa,jamesbradshaw@clark-hale.com,4063043686,274 Phyllis Locks,Port Robinhaven,LA,3616,USA,6/26/2025,1007,Accessory,EcoGear,1427.78,62,3,58.42,4224.92,6/26/2026,Bank Transfer,7/27/2026,5,Average,Overall good performance but some issues.
909,171,Richard Martinez,smithnathan@hotmail.com,248717550,67080 Melton Place,South Patriciaborough,TX,72374,USA,6/27/2025,1009,Smartphone,UrbanGoods,1492.02,66,2,78.43,2905.61,6/27/2026,PayPal,7/28/2026,1,Good,Overall good performance but some issues.
910,162,Timothy Webb,browndawn@yahoo.com,3329030713,6570 Allen Mission,West Jennifer,NJ,1902,USA,6/28/2025,1006,Accessory,UrbanGoods,593.02,78,3,193.21,1585.85,6/28/2026,Cryptocurrency,7/29/2026,5,Average,"It's okay, not the best."
911,123,Steven Duke,zcarroll@rodriguez.org,1716237922,8425 Linda Ports,Port Johnshire,KY,77536,USA,6/29/2025,1006,Accessory,PrimeElectro,717.98,79,4,7.03,2864.89,6/29/2026,Cryptocurrency,7/30/2026,3,Excellent,Overall good performance but some issues.
912,191,Yvonne Walton,nathanmartin@gmail.com,4975417840,3705 Boyd Grove,Lake Andrew,AK,68895,USA,6/30/2025,1003,Laptop,Luxora,260.73,182,4,117.53,925.39,6/30/2026,Credit Card,7/31/2026,5,Poor,"It's okay, not the best."
913,107,Dave Burch,kgoodwin@gmail.com,3085883889,44193 Buckley Bypass Suite 197,Hannaport,AZ,3253,USA,7/1/2025,1009,Accessory,NovaTech,1079.76,95,2,107.82,2051.7,7/1/2026,Cryptocurrency,8/1/2026,4,Good,Terrible experience.
914,122,Paul Lee,erin93@taylor.com,8859279607,7849 Randall Unions,New Kari,PA,80434,USA,7/2/2025,1009,Accessory,EcoGear,661.66,123,2,190.83,1132.49,7/2/2026,PayPal,8/2/2026,2,Average,Terrible experience.
915,198,Mary Cameron,sophia39@gmail.com,8045909615,9735 Peterson Ridge Suite 136,Russellberg,GA,89661,USA,7/3/2025,1003,Smartphone,NovaTech,1214.37,162,1,164.8,1049.57,7/3/2026,Bank Transfer,8/3/2026,5,Excellent,Overall good performance but some issues.
916,130,Jordan Collins,wrightsarah@hotmail.com,7186382050,4145 Nicole Fort Suite 080,Richardsonmouth,TN,90373,USA,7/4/2025,1004,Laptop,EcoGear,887.08,146,4,134.68,3413.64,7/4/2026,Credit Card,8/4/2026,5,Excellent,Overall good performance but some issues.
917,180,Jason Phillips,smason@proctor-rodriguez.com,3415102079,578 Jose Estate,South Jennifer,OH,97739,USA,7/5/2025,1004,Laptop,PrimeElectro,112.04,132,2,96.94,127.14,7/5/2026,Debit Card,8/5/2026,2,Below Average,"It's okay, not the best."
918,127,Christina Williams,christopher68@gmail.com,4916932651,2172 Martin Trail,Lake Joborough,KS,76033,USA,7/6/2025,1001,Smartphone,EcoGear,535.68,122,2,170.25,901.11,7/6/2026,Bank Transfer,8/6/2026,1,Below Average,Really happy with the performance.
919,147,Robert Hess,hatfieldgerald@kelly.com,3329920457,3283 Tonya Locks,West Denise,AR,10920,USA,7/7/2025,1003,Laptop,EcoGear,1222.46,132,1,54.27,1168.19,7/7/2026,Debit Card,8/7/2026,2,Poor,Really happy with the performance.
920,111,Dr. Nicholas Arnold,raynielsen@yahoo.com,6494807587,59503 Peterson Meadow,Zimmermanbury,TN,78896,USA,7/8/2025,1009,Smartphone,NovaTech,1047.77,168,1,149.19,898.58,7/8/2026,Credit Card,8/8/2026,3,Good,Not satisfied with the product.
921,187,Walter Wright,destiny75@hotmail.com,6554171278,402 Mitchell Cliffs,Finleyview,CA,86804,USA,7/9/2025,1005,Smartphone,EcoGear,967.17,42,2,32.22,1902.12,7/9/2026,Debit Card,8/9/2026,5,Below Average,Overall good performance but some issues.
922,178,Omar Jones,jwilson@turner.com,5525950245,667 Taylor Mills Apt. 822,New Lauraport,PA,62144,USA,7/10/2025,1001,Accessory,UrbanGoods,1025.13,95,4,189.82,3910.7,7/10/2026,Bank Transfer,8/10/2026,2,Poor,Overall good performance but some issues.
923,130,Wendy Garcia,jacksondavid@hotmail.com,5735203891,12700 Joyce Brook Apt. 608,New Billyhaven,MD,57716,USA,7/11/2025,1009,Accessory,EcoGear,927.3,195,2,126.44,1728.16,7/11/2026,Cryptocurrency,8/11/2026,5,Average,"It's okay, not the best."
924,190,James Decker,amanda12@hotmail.com,3909650585,37241 Gillespie Island,Jenniferburgh,MS,99458,USA,7/12/2025,1007,Smartphone,EcoGear,979.63,127,4,43.05,3875.47,7/12/2026,Credit Card,8/12/2026,1,Good,Overall good performance but some issues.
925,134,Jacob Davis,kkelly@brown.biz,2131254122,502 White Glen Apt. 192,Grimesside,IL,86263,USA,7/13/2025,1005,Accessory,PrimeElectro,949.61,94,2,131.46,1767.76,7/13/2026,Cryptocurrency,8/13/2026,5,Good,"It's okay, not the best."
926,154,Kevin Bradley,sheena06@gmail.com,3825758755,619 Daniel Isle Suite 036,Fletcherchester,PA,39274,USA,7/14/2025,1004,Accessory,NovaTech,823.47,91,4,139.38,3154.5,7/14/2026,Cryptocurrency,8/14/2026,5,Below Average,Overall good performance but some issues.
927,181,Michele Hess,gfisher@gmail.com,2832507184,4003 Parrish Cliff Apt. 933,North Brianport,NV,16486,USA,7/15/2025,1002,Laptop,UrbanGoods,1148.73,136,3,100.14,3346.05,7/15/2026,Cryptocurrency,8/15/2026,2,Good,"It's okay, not the best."
928,135,Dale Hall,nwebb@newman.info,4601256449,3259 Steven Cliffs Apt. 260,Andersontown,KY,38469,USA,7/16/2025,1000,Laptop,Luxora,585.76,155,1,75.71,510.05,7/16/2026,Bank Transfer,8/16/2026,1,Poor,Really happy with the performance.
929,171,Eric Lopez,williamvaughn@gmail.com,2686809058,03729 Foster Roads Apt. 090,Stevenfurt,UT,76731,USA,7/17/2025,1008,Accessory,EcoGear,739.1,85,2,143.54,1334.66,7/17/2026,PayPal,8/17/2026,3,Good,Terrible experience.
930,159,Kenneth Decker,sararobinson@hotmail.com,3092602628,520 Angela Fork Apt. 886,Florestown,SD,48382,USA,7/18/2025,1007,Smartphone,PrimeElectro,632.1,156,2,38.15,1226.05,7/18/2026,Cryptocurrency,8/18/2026,2,Excellent,Terrible experience.
931,137,Thomas George,dakotabryant@gmail.com,558916651,11520 Morrison Bridge,Lake Jasonfort,TN,71536,USA,7/19/2025,1001,Smartphone,EcoGear,353.36,131,1,75.59,277.77,7/19/2026,PayPal,8/19/2026,2,Poor,Overall good performance but some issues.
932,168,Teresa Smith,kellymcdonald@faulkner.biz,4678171224,61717 Theresa Summit Suite 806,Vincentchester,KY,16642,USA,7/20/2025,1001,Accessory,Luxora,516.74,173,4,61.56,2005.4,7/20/2026,Credit Card,8/20/2026,1,Poor,Really happy with the performance.
933,153,Ms. Danielle Marsh,vazqueztroy@hotmail.com,1517465775,078 Holloway Shores Apt. 914,Lake Ashley,VA,37212,USA,7/21/2025,1001,Accessory,Luxora,129.77,68,2,32.48,227.06,7/21/2026,Debit Card,8/21/2026,4,Good,Terrible experience.
934,113,Susan Carpenter,pwest@perez.info,5104076465,2371 Edwards Road Apt. 165,West Stephen,WV,24649,USA,7/22/2025,1009,Smartphone,NovaTech,522.02,95,2,135.42,908.62,7/22/2026,Cryptocurrency,8/22/2026,5,Good,Terrible experience.
